seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	67194741	67195010	270	*	X03482	8717	67188089	67193812	5724	-	928	upstream	928	TRADD
chr16	67204249	67204758	510	*	X03483	8996	67204400	67209640	5241	+	0	overlapStart	0	NOL3
chr16	67217392	67218142	751	*	X03486	653319	67209505	67217943	8439	-	0	overlapStart	0	KIAA0895L
chr16	67225993	67226232	240	*	X03487	1874	67226068	67232821	6754	+	0	overlapStart	0	E2F4
chr16	67225993	67226232	240	*	X03487	283849	67213333	67224107	10775	-	1885	upstream	1885	EXOC3L1
chr16	67260982	67261016	35	*	X03488	26231	67241042	67260901	19860	-	80	upstream	80	LRRC29
chr16	67260982	67261016	35	*	X03488	29100	67261016	67263182	2167	+	0	overlapStart	0	TMEM208
chr16	67280510	67280927	418	*	X03490	6553	67282855	67306094	23240	+	1927	upstream	1927	SLC9A5
chr16	67281256	67281462	207	*	X03491	29109	67263292	67281425	18134	-	0	overlapStart	0	FHOD1
chr16	67281256	67281462	207	*	X03491	6553	67282855	67306094	23240	+	1392	upstream	1392	SLC9A5
chr16	67464823	67464879	57	*	X03497	3291	67465036	67471454	6419	+	156	upstream	156	HSD11B2
chr16	67465019	67465291	273	*	X03498	3291	67465036	67471454	6419	+	0	overlapStart	0	HSD11B2
chr16	67514899	67515177	279	*	X03499	9114	67471917	67515089	43173	-	0	overlapStart	0	ATP6V0D1
chr16	67515278	67515354	77	*	X03500	9114	67471917	67515089	43173	-	188	upstream	188	ATP6V0D1
chr16	67595856	67596815	960	*	X03502	10664	67596310	67673088	76779	+	0	overlapStart	0	CTCF
chr16	67693966	67694348	383	*	X03503	50855	67694851	67696681	1831	+	502	upstream	502	PARD6A
chr16	67694572	67694829	258	*	X03504	50855	67694851	67696681	1831	+	21	upstream	21	PARD6A
chr16	67694572	67694829	258	*	X03504	65057	67691415	67694718	3304	-	0	overlapStart	0	ACD
chr16	67694900	67695017	118	*	X03505	50855	67694851	67696681	1831	+	0	inside	48	PARD6A
chr16	67694900	67695017	118	*	X03505	65057	67691415	67694718	3304	-	181	upstream	181	ACD
chr16	67753056	67753485	430	*	X03506	81577	67708436	67753273	44838	-	0	overlapStart	0	GFOD2
chr16	67840386	67841226	841	*	X03507	55815	67840977	67861971	20995	+	0	overlapStart	0	TSNAXIP1
chr16	67840386	67841226	841	*	X03507	57610	67757005	67840555	83551	-	0	overlapStart	0	RANBP10
chr16	67875774	67876178	405	*	X03508	57215	67876213	67878098	1886	+	34	upstream	34	THAP11
chr16	67880410	67880958	549	*	X03509	10204	67880819	67905219	24401	+	0	overlapStart	0	NUTF2
chr16	67926888	67927281	394	*	X03511	5681	67927175	67963581	36407	+	0	overlapStart	0	PSKH1
chr16	68269863	68269912	50	*	X03519	80004	68262450	68270136	7687	-	0	inside	223	ESRP2
chr16	68270180	68270434	255	*	X03520	80004	68262450	68270136	7687	-	43	upstream	43	ESRP2
chr16	68271254	68271382	129	*	X03521	80004	68262450	68270136	7687	-	1117	upstream	1117	ESRP2
chr16	68271860	68271926	67	*	X03522	80004	68262450	68270136	7687	-	1723	upstream	1723	ESRP2
chr16	68279005	68279076	72	*	X03523	23659	68279247	68294961	15715	+	170	upstream	170	PLA2G15
chr16	68279278	68279445	168	*	X03524	23659	68279247	68294961	15715	+	0	inside	30	PLA2G15
chr16	68297885	68298533	649	*	X03525	9057	68298419	68335726	37308	+	0	overlapStart	0	SLC7A6
chr16	68344499	68345316	818	*	X03526	54496	68344877	68391169	46293	+	0	overlapStart	0	PRMT7
chr16	68344499	68345316	818	*	X03526	84138	68334518	68344868	10351	-	0	overlapStart	0	SLC7A6OS
chr16	68563849	68564165	317	*	X03528	146198	68564048	68609945	45898	+	0	overlapStart	0	ZFP90
chr16	69165965	69166155	191	*	X03537	84916	69166499	69202937	36439	+	343	upstream	343	UTP4
chr16	69220836	69221190	355	*	X03538	6645	69221050	69342955	121906	+	0	overlapStart	0	SNTB2
chr16	69344812	69345035	224	*	X03539	27183	69345287	69358946	13660	+	251	upstream	251	VPS4A
chr16	69345185	69345396	212	*	X03540	27183	69345287	69358946	13660	+	0	overlapStart	0	VPS4A
chr16	69364002	69364786	785	*	X03541	64146	69362524	69364498	1975	-	0	overlapStart	0	PDF
chr16	69373420	69373722	303	*	X03542	51388	69373415	69377013	3599	+	0	inside	4	NIP7
chr16	69373420	69373722	303	*	X03542	84342	69362524	69373526	11003	-	0	overlapStart	0	COG8
chr16	69419707	69420062	356	*	X03543	7014	69389464	69419891	30428	-	0	overlapStart	0	TERF2
chr16	69458240	69458887	648	*	X03544	80777	69458498	69500167	41670	+	0	overlapStart	0	CYB5B
chr16	69599801	69600069	269	*	X03547	100302119	69599711	69599771	61	-	29	upstream	29	MIR1538
chr16	69599801	69600069	269	*	X03547	10725	69599869	69738569	138701	+	0	overlapStart	0	NFAT5
chr16	69599495	69599735	241	*	X03548	100302119	69599711	69599771	61	-	0	overlapEnd	35	MIR1538
chr16	69599495	69599735	241	*	X03548	10725	69599869	69738569	138701	+	133	upstream	133	NFAT5
chr16	69760210	69760297	88	*	X03549	1728	69743304	69760533	17230	-	0	inside	235	NQO1
chr16	69760653	69761029	377	*	X03550	1728	69743304	69760533	17230	-	119	upstream	119	NQO1
chr16	69788459	69788888	430	*	X03551	28987	69775757	69788871	13115	-	0	overlapStart	0	NOB1
chr16	70099636	70100195	560	*	X03552	283970	70010202	70099851	89650	-	0	overlapStart	0	PDXDC2P-NPIPB14P
chr16	70285709	70285950	242	*	X03555	118460	70284134	70285833	1700	-	0	overlapStart	0	EXOSC6
chr16	70323214	70323579	366	*	X03556	11269	70323670	70367735	44066	+	90	upstream	90	DDX19B
chr16	70323214	70323579	366	*	X03556	16	70286297	70323412	37116	-	0	overlapStart	0	AARS1
chr16	70323659	70323773	115	*	X03557	11269	70323670	70367735	44066	+	0	overlapStart	0	DDX19B
chr16	70323659	70323773	115	*	X03557	16	70286297	70323412	37116	-	246	upstream	246	AARS1
chr16	70380641	70380907	267	*	X03558	100506083	70349543	70380650	31108	-	0	overlapStart	0	LOC100506083
chr16	70720011	70720221	211	*	X03560	92154	70695107	70719954	24848	-	56	upstream	56	MTSS2
chr16	70834892	70835063	172	*	X03567	55697	70721342	70835061	113720	-	0	overlapStart	0	VAC14
chr16	71323010	71323691	682	*	X03568	55783	71316203	71323513	7311	-	0	overlapStart	0	CMTR2
chr16	71757616	71757850	235	*	X03570	23035	71671738	71757715	85978	-	0	overlapStart	0	PHLPP2
chr16	71757908	71757937	30	*	X03571	23035	71671738	71757715	85978	-	192	upstream	192	PHLPP2
chr16	71842792	71843112	321	*	X03572	164	71762905	71842976	80072	-	0	overlapStart	0	AP1G1
chr16	71843157	71843283	127	*	X03573	164	71762905	71842976	80072	-	180	upstream	180	AP1G1
chr16	71879645	71880069	425	*	X03574	342371	71879894	71891236	11343	+	0	overlapStart	0	ATXN1L
chr16	72042376	72042492	117	*	X03576	1723	72042643	72059316	16674	+	150	upstream	150	DHODH
chr16	72042623	72042780	158	*	X03577	1723	72042643	72059316	16674	+	0	overlapStart	0	DHODH
chr16	72127359	72127814	456	*	X03578	9785	72127615	72146811	19197	+	0	overlapStart	0	DHX38
chr16	74330547	74331010	464	*	X03580	5713	74330673	74340186	9514	+	0	overlapStart	0	PSMD7
chr16	74401786	74402518	733	*	X03581	283922	74366304	74402153	35850	-	0	overlapStart	0	LOC283922
chr16	74640828	74641166	339	*	X03582	2734	74481326	74641042	159717	-	0	overlapStart	0	GLG1
chr16	74700595	74700865	271	*	X03583	55159	74655297	74700779	45483	-	0	overlapStart	0	RFWD3
chr16	74808409	74808728	320	*	X03585	79152	74746856	74808729	61874	-	0	inside	0	FA2H
chr16	74808896	74808975	80	*	X03586	79152	74746856	74808729	61874	-	166	upstream	166	FA2H
chr16	75018838	75019125	288	*	X03587	79726	74907471	75019017	111547	-	0	overlapStart	0	WDR59
chr16	75182246	75183034	789	*	X03591	162239	75182421	75206132	23712	+	0	overlapStart	0	ZFP1
chr16	75301756	75302066	311	*	X03596	9564	75262928	75301951	39024	-	0	overlapStart	0	BCAR1
chr16	75467255	75467534	280	*	X03598	10428	75327608	75467387	139780	-	0	overlapStart	0	CFDP1
chr16	75498125	75498734	610	*	X03599	124491	75477142	75498584	21443	-	0	overlapStart	0	TMEM170A
chr16	75590022	75590312	291	*	X03602	79583	75572015	75590184	18170	-	0	overlapStart	0	TMEM231
chr16	75681406	75681787	382	*	X03603	54386	75681635	75691341	9707	+	0	overlapStart	0	TERF2IP
chr16	77224584	77225087	504	*	X03604	22879	77224836	77233543	8708	+	0	overlapStart	0	MON1B
chr16	77756191	77756210	20	*	X03605	283927	77756389	77776157	19769	+	178	upstream	178	NUDT7
chr16	77756370	77756578	209	*	X03606	283927	77756389	77776157	19769	+	0	overlapStart	0	NUDT7
chr16	78133211	78133618	408	*	X03607	51741	78133327	79246564	1113238	+	0	overlapStart	0	WWOX
chr16	80574730	80574993	264	*	X03609	83657	80574854	80584541	9688	+	0	overlapStart	0	DYNLRB2
chr16	81040660	81041307	648	*	X03610	56942	81009699	81040502	30804	-	157	upstream	157	CMC2
chr16	81110206	81111025	820	*	X03611	123775	81087102	81110872	23771	-	0	overlapStart	0	C16orf46
chr16	81129691	81130313	623	*	X03612	2653	81115552	81129980	14429	-	0	overlapStart	0	GCSH
chr16	81348264	81348613	350	*	X03614	8139	81348571	81413803	65233	+	0	overlapStart	0	GAN
chr16	81478589	81478634	46	*	X03617	80790	81478775	81745367	266593	+	140	upstream	140	CMIP
chr16	81478080	81478342	263	*	X03618	80790	81478775	81745367	266593	+	432	upstream	432	CMIP
chr16	82203387	82203869	483	*	X03626	10200	82181767	82203829	22063	-	0	overlapStart	0	MPHOSPH6
chr16	83841216	83841386	171	*	X03627	3281	83841508	83846607	5100	+	121	upstream	121	HSBP1
chr16	83841523	83841732	210	*	X03628	3281	83841508	83846607	5100	+	0	inside	14	HSBP1
chr16	83932426	83932562	137	*	X03629	23417	83932730	83949787	17058	+	167	upstream	167	MLYCD
chr16	83932711	83932794	84	*	X03630	23417	83932730	83949787	17058	+	0	overlapStart	0	MLYCD
chr16	84150265	84150904	640	*	X03633	8720	84087369	84150517	63149	-	0	overlapStart	0	MBTPS1
chr16	84178602	84178765	164	*	X03634	123872	84178865	84211524	32660	+	99	upstream	99	DNAAF1
chr16	84178602	84178765	164	*	X03634	83693	84155744	84178800	23057	-	0	inside	34	HSDL1
chr16	84538114	84538358	245	*	X03637	57707	84509966	84538288	28323	-	0	overlapStart	0	MEAK7
chr16	84538467	84538746	280	*	X03638	57707	84509966	84538288	28323	-	178	upstream	178	MEAK7
chr16	84733337	84733473	137	*	X03639	9100	84733555	84813527	79973	+	81	upstream	81	USP10
chr16	84733574	84733784	211	*	X03640	9100	84733555	84813527	79973	+	0	inside	18	USP10
chr16	85044877	85045307	431	*	X03641	55625	85008067	85045141	37075	-	0	overlapStart	0	ZDHHC7
chr16	85061108	85061229	122	*	X03642	9764	85061375	85127828	66454	+	145	upstream	145	KIAA0513
chr16	85722547	85722570	24	*	X03653	51659	85711280	85722588	11309	-	0	inside	17	GINS2
chr16	85784633	85784652	20	*	X03655	404550	85741124	85784689	43566	-	0	inside	36	C16orf74
chr16	85784828	85784978	151	*	X03656	404550	85741124	85784689	43566	-	138	upstream	138	C16orf74
chr16	85785801	85786022	222	*	X03657	404550	85741124	85784689	43566	-	1111	upstream	1111	C16orf74
chr16	85833063	85833442	380	*	X03658	10328	85812231	85833148	20918	-	0	overlapStart	0	EMC8
chr16	85833063	85833442	380	*	X03658	1327	85833173	85840607	7435	+	0	overlapStart	0	COX4I1
chr16	86588684	86588964	281	*	X03659	146512	86588926	86590905	1980	+	0	overlapStart	0	FLJ30679
chr16	86588684	86588964	281	*	X03659	64779	86563782	86588841	25060	-	0	overlapStart	0	MTHFSD
chr16	87350747	87351198	452	*	X03660	100506581	87336404	87351026	14623	-	0	overlapStart	0	C16orf95
chr16	87425902	87425982	81	*	X03663	79791	87362942	87425708	62767	-	193	upstream	193	FBXO31
chr16	87425902	87425982	81	*	X03663	81631	87425801	87438380	12580	+	0	inside	100	MAP1LC3B
chr16	87425440	87425741	302	*	X03664	79791	87362942	87425708	62767	-	0	overlapStart	0	FBXO31
chr16	87425440	87425741	302	*	X03664	81631	87425801	87438380	12580	+	59	upstream	59	MAP1LC3B
chr16	87526425	87526644	220	*	X03666	23174	87439852	87525460	85609	-	964	upstream	964	ZCCHC14
chr16	87526838	87526857	20	*	X03667	23174	87439852	87525460	85609	-	1377	upstream	1377	ZCCHC14
chr16	87984490	87984921	432	*	X03675	54971	87984238	88110924	126687	+	0	inside	251	BANP
chr16	88518996	88519489	494	*	X03682	161882	88520014	88601574	81561	+	524	upstream	524	ZFPM1
chr16	88636569	88636625	57	*	X03684	124245	88636789	88698372	61584	+	163	upstream	163	ZC3H18
chr16	88636696	88636958	263	*	X03685	124245	88636789	88698372	61584	+	0	overlapStart	0	ZC3H18
chr16	88729344	88729962	619	*	X03686	197187	88729781	88753594	23814	+	0	overlapStart	0	SNAI3-AS1
chr16	88729344	88729962	619	*	X03686	4597	88718348	88729495	11148	-	0	overlapStart	0	MVD
chr16	88752535	88752868	334	*	X03687	333929	88744090	88752882	8793	-	0	inside	13	SNAI3
chr16	88753120	88753165	46	*	X03688	333929	88744090	88752882	8793	-	237	upstream	237	SNAI3
chr16	88772763	88772964	202	*	X03689	115992	88762903	88772829	9927	-	0	overlapStart	0	RNF166
chr16	88772763	88772964	202	*	X03689	348180	88772891	88781786	8896	+	0	overlapStart	0	CTU2
chr16	88869995	88870292	298	*	X03692	81620	88870186	88875666	5481	+	0	overlapStart	0	CDT1
chr16	88878194	88878342	149	*	X03693	353	88875877	88878342	2466	-	0	inside	0	APRT
chr16	88923225	88923399	175	*	X03694	2588	88880142	88923374	43233	-	0	overlapStart	0	GALNS
chr16	88923548	88923618	71	*	X03695	2588	88880142	88923374	43233	-	173	upstream	173	GALNS
chr16	89268422	89268465	44	*	X03697	146429	89262169	89266529	4361	-	1892	upstream	1892	SLC22A31
chr16	89283826	89284244	419	*	X03698	197320	89284111	89295965	11855	+	0	overlapStart	0	ZNF778
chr16	89386642	89387127	486	*	X03703	100287036	89387541	89391518	3978	+	413	upstream	413	LOC100287036
chr16	89557198	89557523	326	*	X03706	29123	89334029	89556969	222941	-	228	upstream	228	ANKRD11
chr16	89556845	89557150	306	*	X03707	29123	89334029	89556969	222941	-	0	overlapStart	0	ANKRD11
chr16	89574555	89574956	402	*	X03709	6687	89574805	89624174	49370	+	0	overlapStart	0	SPG7
chr16	89626860	89626918	59	*	X03710	606500	89627838	89627909	72	+	919	upstream	919	SNORD68
chr16	89626860	89626918	59	*	X03710	6137	89627065	89633237	6173	+	146	upstream	146	RPL13
chr16	89724051	89724522	472	*	X03711	124045	89724152	89736866	12715	+	0	overlapStart	0	SPATA33
chr16	89724051	89724522	472	*	X03711	5119	89710839	89724193	13355	-	0	overlapStart	0	CHMP1A
chr16	89752890	89753222	333	*	X03712	8558	89753076	89762772	9697	+	0	overlapStart	0	CDK10
chr16	89767857	89768766	910	*	X03715	124044	89762765	89768121	5357	-	0	overlapStart	0	SPATA2L
chr16	89778261	89778407	147	*	X03716	100128881	89778264	89784573	6310	+	0	overlapStart	0	VPS9D1-AS1
chr16	89787415	89788036	622	*	X03717	9605	89773541	89787394	13854	-	20	upstream	20	VPS9D1
chr16	89788911	89789385	475	*	X03718	9605	89773541	89787394	13854	-	1516	upstream	1516	VPS9D1
chr16	89882956	89883355	400	*	X03719	2175	89803959	89883065	79107	-	0	overlapStart	0	FANCA
chr16	89894689	89894776	88	*	X03720	84501	89894907	89937727	42821	+	130	upstream	130	SPIRE2
chr16	89894895	89895027	133	*	X03721	84501	89894907	89937727	42821	+	0	overlapStart	0	SPIRE2
chr16	89939579	89940900	1322	*	X03722	22980	89939994	89977792	37799	+	0	overlapStart	0	TCF25
chr16	89984262	89984552	291	*	X03723	10381	89985259	90002505	17247	+	706	upstream	706	TUBB3
chr16	89984262	89984552	291	*	X03723	4157	89984287	89987385	3099	+	0	overlapStart	0	MC1R
chr16	90038804	90039430	627	*	X03728	172	90038988	90067195	28208	+	0	overlapStart	0	AFG3L1P
chr16	90038804	90039430	627	*	X03728	92806	90036183	90039240	3058	-	0	overlapStart	0	CENPBD1
chr16	90143610	90143759	150	*	X03731	11105	90122974	90142338	19365	-	1271	upstream	1271	PRDM7
chr16	90143916	90144086	171	*	X03732	11105	90122974	90142338	19365	-	1577	upstream	1577	PRDM7
chr15	22833269	22833639	371	*	X03735	114791	22833395	22873891	40497	+	0	overlapStart	0	TUBGCP5
chr15	22892538	22892831	294	*	X03736	23191	22892684	23003603	110920	+	0	overlapStart	0	CYFIP1
chr15	23034175	23034684	510	*	X03738	81614	23004684	23034427	29744	-	0	overlapStart	0	NIPA2
chr15	25684148	25684405	258	*	X03739	7337	25582396	25684175	101780	-	0	overlapStart	0	UBE3A
chr15	31195821	31196188	368	*	X03742	22909	31196055	31235310	39256	+	0	overlapStart	0	FAN1
chr15	31283707	31284088	382	*	X03743	54893	31231144	31283807	52664	-	0	overlapStart	0	MTMR10
chr15	31618255	31618791	537	*	X03744	51621	31619083	31670102	51020	+	291	upstream	291	KLF13
chr15	31618938	31619363	426	*	X03745	51621	31619083	31670102	51020	+	0	overlapStart	0	KLF13
chr15	32162819	32162965	147	*	X03752	161725	31775329	32162992	387664	-	0	inside	26	OTUD7A
chr15	32163135	32163195	61	*	X03753	161725	31775329	32162992	387664	-	142	upstream	142	OTUD7A
chr15	33487094	33487198	105	*	X03755	342184	33057745	33486934	429190	-	159	upstream	159	FMN1
chr15	34394044	34394309	266	*	X03756	161779	34394274	34396591	2318	+	0	overlapStart	0	PGBD4
chr15	34394044	34394309	266	*	X03756	56851	34376224	34394053	17830	-	0	overlapStart	0	EMC7
chr15	34502123	34502508	386	*	X03757	79768	34432875	34502297	69423	-	0	overlapStart	0	KATNBL1
chr15	34629995	34630477	483	*	X03758	9990	34522197	34630265	108069	-	0	overlapStart	0	SLC12A6
chr15	34659263	34659377	115	*	X03760	254531	34651089	34659395	8307	-	0	inside	17	LPCAT4
chr15	34659441	34660064	624	*	X03761	254531	34651089	34659395	8307	-	45	upstream	45	LPCAT4
chr15	35261907	35262057	151	*	X03762	9716	35148552	35261995	113444	-	0	overlapStart	0	AQR
chr15	35838145	35838425	281	*	X03763	100507466	35838396	36151202	312807	+	0	overlapStart	0	DPH6-DT
chr15	35838145	35838425	281	*	X03763	89978	35663170	35838404	175235	-	0	overlapStart	0	DPH6
chr15	36871576	36871962	387	*	X03764	84529	36871812	37102449	230638	+	0	overlapStart	0	C15orf41
chr15	39873019	39873427	409	*	X03766	7057	39873280	39889668	16389	+	0	overlapStart	0	THBS1
chr15	40074745	40075128	384	*	X03768	161835	39892232	40075039	182808	-	0	overlapStart	0	FSIP1
chr15	40226146	40226544	399	*	X03769	440275	40226347	40327797	101451	+	0	overlapStart	0	EIF2AK4
chr15	40331220	40331616	397	*	X03770	100131089	40331512	40359710	28199	+	0	overlapStart	0	SRP14-AS1
chr15	40331220	40331616	397	*	X03770	6727	40327891	40331389	3499	-	0	overlapStart	0	SRP14
chr15	40401041	40401092	52	*	X03773	90427	40380091	40401085	20995	-	0	overlapStart	0	BMF
chr15	40401235	40401367	133	*	X03774	90427	40380091	40401085	20995	-	149	upstream	149	BMF
chr15	40633057	40633376	320	*	X03778	388115	40623653	40633168	9516	-	0	overlapStart	0	CCDC9B
chr15	40857099	40857305	207	*	X03781	90416	40823538	40857252	33715	-	0	overlapStart	0	CCDC32
chr15	40857407	40857471	65	*	X03782	90416	40823538	40857252	33715	-	154	upstream	154	CCDC32
chr15	40987169	40987644	476	*	X03783	100505648	40985953	40987303	1351	-	0	overlapStart	0	RAD51-AS1
chr15	40987169	40987644	476	*	X03783	5888	40987327	41024356	37030	+	0	overlapStart	0	RAD51
chr15	41061432	41062309	878	*	X03785	643338	41062159	41064648	2490	+	0	overlapStart	0	C15orf62
chr15	41099488	41099754	267	*	X03788	55192	41060067	41099676	39610	-	0	overlapStart	0	DNAJC17
chr15	41099488	41099754	267	*	X03788	84936	41099274	41106767	7494	+	0	inside	213	ZFYVE19
chr15	41099829	41099989	161	*	X03789	55192	41060067	41099676	39610	-	152	upstream	152	DNAJC17
chr15	41136062	41136080	19	*	X03790	6692	41136246	41149853	13608	+	165	upstream	165	SPINT1
chr15	41186168	41186752	585	*	X03799	57617	41186628	41196173	9546	+	0	overlapStart	0	VPS18
chr15	41245023	41245464	442	*	X03801	79094	41245636	41248717	3082	+	171	upstream	171	CHAC1
chr15	41523196	41523559	364	*	X03802	11261	41523437	41574083	50647	+	0	overlapStart	0	CHP1
chr15	41523196	41523559	364	*	X03802	161829	41474931	41522895	47965	-	300	upstream	300	EXD1
chr15	41576005	41576428	424	*	X03803	729082	41576201	41591795	15595	+	0	overlapStart	0	OIP5-AS1
chr15	41709161	41709376	216	*	X03804	23168	41709302	41775761	66460	+	0	overlapStart	0	RTF1
chr15	42066386	42067056	671	*	X03805	23005	42066632	42120053	53422	+	0	overlapStart	0	MAPKBP1
chr15	42120325	42120486	162	*	X03806	100137047	42120283	42132428	12146	+	0	inside	41	JMJD7
chr15	42120325	42120486	162	*	X03806	8681	42120283	42140346	20064	+	0	inside	41	JMJD7-PLA2G4B
chr15	42264631	42265180	550	*	X03807	30844	42191639	42264755	73117	-	0	overlapStart	0	EHD4
chr15	42565262	42565421	160	*	X03809	2595	42565856	42645864	80009	+	434	upstream	434	GANC
chr15	42565852	42565899	48	*	X03810	2595	42565856	42645864	80009	+	0	overlapStart	0	GANC
chr15	42565852	42565899	48	*	X03810	25963	42502726	42565755	63030	-	96	upstream	96	TMEM87A
chr15	42565506	42565690	185	*	X03811	2595	42565856	42645864	80009	+	165	upstream	165	GANC
chr15	42565506	42565690	185	*	X03811	25963	42502726	42565755	63030	-	0	inside	64	TMEM87A
chr15	42840779	42841162	384	*	X03812	255252	42834720	42841002	6283	-	0	overlapStart	0	LRRC57
chr15	42840779	42841162	384	*	X03812	55142	42841011	42862190	21180	+	0	overlapStart	0	HAUS2
chr15	43029136	43029317	182	*	X03813	146059	43015760	43029417	13658	-	0	inside	99	CDAN1
chr15	43029374	43029525	152	*	X03814	146059	43015760	43029417	13658	-	0	overlapStart	0	CDAN1
chr15	43212982	43213020	39	*	X03815	146057	43036542	43213007	176466	-	0	overlapStart	0	TTBK2
chr15	43477384	43477655	272	*	X03817	23582	43477466	43489375	11910	+	0	overlapStart	0	CCNDBP1
chr15	43802893	43803069	177	*	X03818	7158	43699412	43802707	103296	-	185	upstream	185	TP53BP1
chr15	44038356	44038767	412	*	X03819	2923	44038590	44064804	26215	+	0	overlapStart	0	PDIA3
chr15	44069083	44069708	626	*	X03820	10169	44069294	44088287	18994	+	0	overlapStart	0	SERF2
chr15	44084157	44084205	49	*	X03821	100529067	44084174	44094769	10596	+	0	overlapStart	0	SERF2-C15ORF63
chr15	44092620	44092707	88	*	X03823	619189	44086372	44092295	5924	-	324	upstream	324	SERINC4
chr15	44092620	44092707	88	*	X03823	80237	44064798	44091335	26538	-	1284	upstream	1284	ELL3
chr15	44092832	44092953	122	*	X03824	619189	44086372	44092295	5924	-	536	upstream	536	SERINC4
chr15	44092832	44092953	122	*	X03824	80237	44064798	44091335	26538	-	1496	upstream	1496	ELL3
chr15	44580768	44581012	245	*	X03825	113201	44580909	44707959	127051	+	0	overlapStart	0	CASC4
chr15	44719081	44719554	474	*	X03826	51496	44719579	44819429	99851	+	24	upstream	24	CTDSPL2
chr15	44828855	44829183	329	*	X03827	645212	44826703	44829121	2419	-	0	overlapStart	0	EIF3J-DT
chr15	44828855	44829183	329	*	X03827	8669	44829266	44855001	25736	+	82	upstream	82	EIF3J
chr15	44829239	44829384	146	*	X03828	645212	44826703	44829121	2419	-	117	upstream	117	EIF3J-DT
chr15	44829239	44829384	146	*	X03828	8669	44829266	44855001	25736	+	0	overlapStart	0	EIF3J
chr15	44955785	44955942	158	*	X03829	80208	44854894	44955876	100983	-	0	overlapStart	0	SPG11
chr15	45003448	45003725	278	*	X03830	197135	44957930	45003514	45585	-	0	overlapStart	0	PATL2
chr15	45003448	45003725	278	*	X03830	567	45003685	45010357	6673	+	0	overlapStart	0	B2M
chr15	45020806	45021327	522	*	X03831	140691	45021219	45060025	38807	+	0	overlapStart	0	TRIM69
chr15	45315421	45315526	106	*	X03832	6652	45315302	45367287	51986	+	0	inside	118	SORD
chr15	45694357	45694629	273	*	X03837	79029	45694519	45713616	19098	+	0	overlapStart	0	SPATA5L1
chr15	49103189	49103341	153	*	X03842	22995	49030135	49103343	73209	-	0	inside	1	CEP152
chr15	49338506	49338730	225	*	X03843	9728	49280835	49338760	57926	-	0	inside	29	SECISBP2L
chr15	49462207	49462553	347	*	X03844	100616332	49461267	49461350	84	-	856	upstream	856	MIR4716
chr15	49912919	49913311	393	*	X03845	196951	49620592	49913118	292527	-	0	overlapStart	0	FAM227B
chr15	49912919	49913311	393	*	X03845	56986	49913226	49937333	24108	+	0	overlapStart	0	DTWD1
chr15	50716313	50716697	385	*	X03846	9101	50716579	50793277	76699	+	0	overlapStart	0	USP8
chr15	52311190	52311625	436	*	X03847	5597	52311411	52358462	47052	+	0	overlapStart	0	MAPK6
chr15	52471907	52472402	496	*	X03849	100129973	52472223	52498076	25854	+	0	overlapStart	0	CERNA1
chr15	52861022	52861547	526	*	X03850	10776	52839432	52861364	21933	-	0	overlapStart	0	ARPP19
chr15	52971509	52971832	324	*	X03851	56204	52873518	52970953	97436	-	555	upstream	555	FAM214A
chr15	55700259	55700829	571	*	X03852	145788	55700723	55710910	10188	+	0	overlapStart	0	C15orf65
chr15	55700259	55700829	571	*	X03852	9236	55647421	55700708	53288	-	0	overlapStart	0	CCPG1
chr15	56285725	56285925	201	*	X03853	4734	56119122	56285835	166714	-	0	overlapStart	0	NEDD4
chr15	56757208	56757560	353	*	X03854	55329	56720929	56757335	36407	-	0	overlapStart	0	MNS1
chr15	57210585	57211062	478	*	X03856	145783	57178368	57210697	32330	-	0	overlapStart	0	LOC145783
chr15	57210585	57211062	478	*	X03856	54816	56922374	57210697	288324	-	0	overlapStart	0	ZNF280D
chr15	57210585	57211062	478	*	X03856	6938	57210323	57580714	370392	+	0	inside	261	TCF12
chr15	59041777	59042374	598	*	X03863	102	58888510	59042177	153668	-	0	overlapStart	0	ADAM10
chr15	59063082	59063636	555	*	X03864	54629	59063393	59149734	86342	+	0	overlapStart	0	MINDY2
chr15	59225740	59226185	446	*	X03865	79811	59171244	59225852	54609	-	0	overlapStart	0	SLTM
chr15	59279779	59280009	231	*	X03866	54778	59279865	59389618	109754	+	0	overlapStart	0	RNF111
chr15	59664868	59665248	381	*	X03870	4643	59428168	59665071	236904	-	0	overlapStart	0	MYO1E
chr15	59949591	59949918	328	*	X03871	2958	59930261	59949737	19477	-	0	overlapStart	0	GTF2A2
chr15	59981298	59981776	479	*	X03872	663	59955062	59981642	26581	-	0	overlapStart	0	BNIP2
chr15	60690413	60690543	131	*	X03874	302	60639350	60690185	50836	-	227	upstream	227	ANXA2
chr15	60771180	60771590	411	*	X03875	79664	60711808	60771359	59552	-	0	overlapStart	0	ICE2
chr15	62352431	62352961	531	*	X03876	54832	62144590	62352664	208075	-	0	overlapStart	0	VPS13C
chr15	63796371	63796626	256	*	X03879	9960	63796710	63886839	90130	+	83	upstream	83	USP3
chr15	63796725	63796827	103	*	X03880	9960	63796710	63886839	90130	+	0	inside	14	USP3
chr15	63892901	63893205	305	*	X03881	100130855	63879909	63893026	13118	-	0	overlapStart	0	USP3-AS1
